external_id,baslik,mevcut_kategori,oneri_kategori,primary_error,secondary_error,is_boundary_case,boundary_competing_class,boundary_rationale,Manuel_Gerekce
1210255,A New Fractional-order Derivative-based Nonlinear Anisotropic Diffusion Model for Biomedical Imaging,"Görüntüleme Bilimi ve Fotoğraf Teknolojisi, Fizikokimya, Kimya, Uygulamalı, Matematik",Anestezi,Semantic hub / unrelated semantic drift,Method -> discipline confusion,True,Method -> discipline confusion,Ultrason görüntüsündeki gürültü giderme matematik algoritmasının klinik Anestezi alanına sürüklenmesi hem hub çekimini hem yöntem karışmasını içerir.,"Biyomedikal ultrason görüntülerindeki benek gürültüsünü (speckle noise) gidermek amacıyla kesirli mertebeden türev tabanlı doğrusal olmayan anizotropik difüzyon kısmi diferansiyel denklem (PDE) modelinin ve sonlu farklar çözümünün geliştirildiği doğrudan bir uygulamalı matematik, biyomedikal görüntü işleme ve görüntüleme bilimi araştırmasıdır; çalışmada klinik anestezi uygulaması veya cerrahi süreç bulunmayıp modelin 'Anestezi' önerisi tıbbi görüntüleme bağlamından kaynaklanan absürt bir model yanılgısıdır (FP-1). Mevcut 'Görüntüleme Bilimi ve Fotoğraf Teknolojisi, Matematik' omurgası uygundur (k-NN yerel uzlaşısı da Bilgisayar Bilimleri yönündedir)."
1398239,Korpus Luteum Varlığının Rutin Ovariohisterektomi Uygulanan Klinik Olarak Sağlıklı Dişi Kedilerde Endometriyal Hiperplazi İçin Bir Risk Faktörü Olarak Değerlendirilmesi,Veterinerlik,Kadın Hastalıkları ve Doğum,Cross-domain transfer,Keyword / surface-form trap,False,,,"Rutin ovariohisterektomi (kısırlaştırma) uygulanan 50 dişi kedide korpus luteum (CL) varlığı ile kistik endometriyal hiperplazi (CEH) ve subklinik uterin patolojiler arasındaki ilişkinin histopatolojik olarak incelendiği doğrudan bir veteriner hekimliği, veteriner doğum ve jinekoloji araştırmasıdır; çalışmada insan hekimliği bulunmayıp modelin ve yerel kümenin 'Kadın Hastalıkları ve Doğum' önerisi korpus luteum, uterus, ovaryum ve endometriyal hiperplazi gibi jinekolojik terimlerden kaynaklanan klasik bir insan tıbbı model yanılgısıdır (FP-1). Mevcut 'Veterinerlik' kategorisi tek başına tam ve doğrudur."
1264000,Yapay Zekâ Uygulamalarının İletişim ve Halkla İlişkiler Alanlarındaki Akademik Yansımalarının Niteliksel Değerlendirilmesi,"Halkla İlişkiler, İletişim, İşletme","Bilgisayar Bilimleri, Yapay Zeka",Research topic -> discipline confusion,Keyword / surface-form trap,True,Keyword / surface-form trap,Başlıktaki 'yapay zekâ' veya 'robot' ifadesi hem bir kelime tuzağı hem de sosyal bilimin teknik araştırma konusunu incelemesinden kaynaklanan epistemik karışmadır.,"Halkla ilişkiler ve iletişim bilimleri alanında yapay zekâ konulu akademik makalelerin nitel içerik analizidir; ""yapay zekâ"" kelimesi modeli teknik Bilgisayar Bilimleri alanına yanıltmıştır. Mevcut Halkla İlişkiler ve İletişim etiketleri doğrudur."
1359405,Design of an Escape Room Game:  Practical Clues and Ideas for Librarians,"Bilgi, Belge Yönetimi, Eğitim, Eğitim Araştırmaları",Mimarlık,Keyword / surface-form trap,,False,,,"Kütüphaneciler için bilgi okuryazarlığı ve eğitim amaçlı eğitsel kaçış odası (escape room) oyunu tasarımıdır; ""tasarım/oda"" kelimeleri modeli hatalı şekilde Mimarlık alanına yanıltmıştır. Mevcut Bilgi, Belge Yönetimi ve Eğitim etiketleri tam ve doğrudur."
1343022,Determination of Antioxidant Capacities of Some Dietary Supplements by Spectrophotometric and Chromatographic Methods,"Kimya, Analitik, Kimya, Organik, Kimya, Uygulamalı",Endokrinoloji ve Metabolizma,Context/domain transfer,Object/material -> discipline confusion,True,Object/material -> discipline confusion,Kardiyovasküler ilaç (nikardipin) veya antidiyabetik enzim testi kimyasal araştırma bağlamıdır; incelenen molekül de kimyasal materyaldir.,"Ticari bitkisel gıda takviyelerinde (üzüm çekirdeği, biberiye, kudret narı, ginkgo biloba) bulunan antioksidan polifenollerin Folin-Ciocalteu, CUPRAC ve ABTS spektrofotometrik yöntemleri ile HPLC kromatografik yöntemleri kullanılarak miktar ve kapasite tayininin yapıldığı doğrudan bir analitik kimya, enstrümantal analiz ve uygulamalı kimya araştırmasıdır; çalışmada klinik veya metabolik hasta/hayvan deneyi bulunmayıp modelin 'Endokrinoloji ve Metabolizma' önerisi takviye edici gıda bağlamından kaynaklanan klasik bir model yanılgısıdır (FP-1). Mevcut 'Kimya, Analitik, Kimya, Organik, Kimya, Uygulamalı' etiketleri eksiksiz ve tamdır."
1339223,Novel UV-Visible Spectroscopy method for development and validation of nicardipine hydrochloride in bulk form,"Farmakoloji ve Eczacılık, Spektroskopi",Kalp ve Kalp Damar Sistemi,Context/domain transfer,Object/material -> discipline confusion,True,Object/material -> discipline confusion,Kardiyovasküler ilaç (nikardipin) veya antidiyabetik enzim testi kimyasal araştırma bağlamıdır; incelenen molekül de kimyasal materyaldir.,"Antihipertansif ve antianginal bir ilaç etken maddesi olan Nikardipin hidroklorürün (Nicardipine HCl) dökme formda miktar tayinine yönelik yeni bir UV-Görünür Bölge Spektroskopisi yönteminin geliştirildiği ve analitik validasyon parametrelerinin (doğrusallık, kesinlik, doğruluk, LOD, LOQ) incelendiği doğrudan bir farmasötik analiz ve spektroskopi araştırmasıdır; çalışmada klinik kardiyoloji veya in vivo vasküler deney bulunmayıp modelin 'Kalp ve Kalp Damar Sistemi' önerisi ilacın kardiyovasküler endikasyon açıklamalarından kaynaklanan klasik bir model yanılgısıdır (FP-1). Mevcut 'Farmakoloji ve Eczacılık, Spektroskopi' etiketleri eksiksiz ve tamdır (k-NN yerel uzlaşısı da %60 Kimya yönündedir)."
1434145,Kayısıda Su Ve Düşük Sıcaklık Streslerine Karşı Silisyum Uygulamasının Tolerans Yükseltici Etkilerinin İncelenmesi,Bahçe Bitkileri,Su Kaynakları,Context/domain transfer,Keyword / surface-form trap,False,,,"Malatya koşullarında Hacıhaliloğlu kayısı çeşidinde farklı sulama seviyeleri altında silisyum uygulamalarının su stresi ve ilkbahar don stresine karşı toleransı (fotosentez, antioksidan enzimler, gen ekspresyonu, meyve verim ve kalitesi) üzerindeki etkilerinin incelendiği doğrudan bir meyvecilik, bahçe bitkileri ve bitki fizyolojisi araştırmasıdır; çalışmada hidrolojik analiz veya havza/su kaynakları yönetimi bulunmayıp modelin 'Su Kaynakları' önerisi sulama seviyeleri ve su stresi ifadelerinden kaynaklanan bir model yanılgısıdır (FP-1). Mevcut 'Bahçe Bitkileri' ana disiplini %100 kusursuz ve tamdır."
1358871,"Diyarbakır İli, Çınar İlçesi, Özgider Mezrası Kurtarma Kazısı: Geç Roma - Erken Bizans Dönemi’ne Ait Zemin Mozaiğinin İkonografik ve İkonolojik Olarak İncelenmesi","Antropoloji, Beşeri Bilimler, Sanat, Tarih","Mühendislik, Deniz",Semantic hub / unrelated semantic drift,,False,,,Arkeolojik kazı ve zemin mozaiği ikonografisidir; mevcut Arkeoloji/Sanat/Tarih etiketleri tam ve doğrudur (Deniz önerisi hub hatasıdır).
1340988,Antioxidant and antibacterial activity of extracts and compounds from endophytic fungi isolated from roots of Physalis angulata and their combination effects,"Farmakoloji ve Eczacılık, Mantar Bilimi",Endokrinoloji ve Metabolizma,Context/domain transfer,Object/material -> discipline confusion,True,Object/material -> discipline confusion,Kardiyovasküler ilaç (nikardipin) veya antidiyabetik enzim testi kimyasal araştırma bağlamıdır; incelenen molekül de kimyasal materyaldir.,"Physalis angulata bitkisinin köklerinden izole edilen endofitik fungusların (Trichoderma virens) fermantasyonu, etil asetat ekstraksiyonu, 1D/2D NMR spektroskopisi ile biyoaktif sekonder metabolit yapılarının tayini ve in vitro antioksidan/antibakteriyel sinerjik etkilerinin incelendiği doğrudan bir mikoloji, farmakognozi ve doğal ürün kimyası/farmakoloji araştırmasıdır; çalışmada in vivo deney, metabolizma veya hormon kliniği bulunmayıp modelin 'Endokrinoloji ve Metabolizma' önerisi klasik bir tıbbi kullanım genellemesi model yanılgısıdır (FP-1). Mevcut 'Farmakoloji ve Eczacılık, Mantar Bilimi' omurgası tam ve eksiksizdir."
1398387,Influence of time of harvesting on phytochemical composition and antioxidant activity of different organs of Dittrichia viscosa (L.) Greuter,"Kimya, Analitik, Bitki Bilimleri",Endokrinoloji ve Metabolizma,Context/domain transfer,Object/material -> discipline confusion,True,Object/material -> discipline confusion,Kardiyovasküler ilaç (nikardipin) veya antidiyabetik enzim testi kimyasal araştırma bağlamıdır; incelenen molekül de kimyasal materyaldir.,"Tıbbi bitki Dittrichia viscosa'nın farklı organlarının (yaprak, kök, çiçek) hasat zamanına göre fitokimyasal içeriği, toplam fenolik/flavonoid miktarları, DPPH radikal süpürme aktivitesi ve LC-MS/MS ile kuersetin, rutin, rosmarinik asit profillemesinin incelendiği doğrudan bir bitki kimyası, analitik kimya ve fitofarmasi araştırmasıdır; çalışmada in vivo deney veya metabolizma/endokrin kliniği bulunmayıp modelin 'Endokrinoloji ve Metabolizma' önerisi geleneksel tıp/sağlık faydaları ifadelerinden kaynaklanan bir model yanılgısıdır (FP-1). Mevcut 'Kimya, Analitik, Bitki Bilimleri' kategorileri eksiksiz ve tamdır."
1326496,VAROLUŞ SANCISI DUYMADAN YAŞAMAK: PERFECT DAYS FİLMİ ÜZERİNE BİR ÇÖZÜMLEME,"Edebiyat, Felsefe, Müzik, Tiyatro","Mühendislik, Deniz",Semantic hub / unrelated semantic drift,,False,,,"Wim Wenders'ın Perfect Days filminin felsefi ve sinematografik anlatı analizidir; modelin 'Mühendislik, Deniz' önerisi bariz bir hubness model hatasıdır ($k$-NN doğru şekilde 'Film' yakalamıştır). Modelin ana önerisi tamamen hatalı olduğu için FP-1 olarak değerlendirilmiştir."
1301419,BİTKİSEL KÖKENLİ GIDALARDA YÜKSEK POLARİTELİ PESTİSİTLERİN SIVI KROMATOGRAFİ/KÜTLE SPEKTROMETRİSİ YÖNTEMİYLE ANALİZİ,"Kimya, Analitik, Bitki Bilimleri",Halk ve Çevre Sağlığı,Context/domain transfer,,False,,,"Bitkisel gıda matrislerinde 13 yüksek polar pestisit kalıntısının QuPPe ekstraksiyonu ve Hypercarb kolonlu LC-MS/MS Q-Trap cihazıyla tayinine yönelik enstrümantal kromatografik metot geliştirilmesi ve SANTE kılavuzuna göre analitik validasyonunun (RSD, geri kazanım, LOD/LOQ) yapıldığı doğrudan bir analitik kimya ve gıda analizi araştırmasıdır; çalışmada epidemiyolojik izlem veya klinik halk sağlığı verisi bulunmayıp modelin 'Halk ve Çevre Sağlığı' önerisi gıda güvenliği ve pestisit bağlamından kaynaklanan bir model yanılgısıdır (FP-1). Mevcut 'Kimya, Analitik, Bitki Bilimleri' omurgası tam ve yeterlidir."
1436122,SANAYİ 4.0: ÇEŞİTLİ ÜLKE ÖRNEKLERİ ÜZERİNDEN ULUSAL POLİTİKALARIN VE STRATEJİLERİN İNCELEMESİ,"Kamu Yönetimi, İşletme","Yeşil, Sürdürülebilir Bilim ve Teknoloji",Neighboring discipline drift,Keyword / surface-form trap,False,,,"Ulusal kalkınma planları ve kamu sanayi politikaları analizidir; ""Sanayi 4.0"" ifadesi modeli teknik Endüstri Mühendisliği alanına yanıltmıştır (İktisat/Kamu Politikası konusudur)."
1390687,WBD-YOLO-AM: YOLOv8 with attention module and IoT-based wild boar detection and deterrence system for safeguarding small millets,"Bilgisayar Bilimleri, Yapay Zeka, Ziraat Mühendisliği",Biyoloji Çeşitliliğinin Korunması,Method -> discipline confusion,Context/domain transfer,True,Context/domain transfer,YOLO derin öğrenme modeli (yöntem) darı tarlasındaki yaban domuzu zararına (bağlam/koruma) uygulanmıştır.,"Darı tarım alanlarında yaban domuzu zararlarını önlemek amacıyla dikkat mekanizmalı YOLOv8 derin öğrenme modeli (WBD-YOLO-AM; %98.2 mAP) ve Raspberry Pi/GSM/ultrasonik caydırıcı donanımlı gömülü IoT sisteminin geliştirildiği doğrudan bir akıllı tarım, bilgisayarla görme (computer vision), yapay zeka ve nesnelerin interneti (IoT) araştırmasıdır; çalışmada ekolojik biyoçeşitlilik envanteri veya koruma biyolojisi popülasyon analizi bulunmayıp modelin 'Biyoloji Çeşitliliğinin Korunması' önerisi yaban hayatı ve tarımsal çatışma ifadelerinden kaynaklanan bir model yanılgısıdır (FP-1). Mevcut 'Bilgisayar Bilimleri, Yapay Zeka, Ziraat Mühendisliği' omurgası tam, eksiksiz ve doğrudur."
1245153,Alkali Metal Katkılı ZnO Malzemesinin Üretimi ve Karakterizasyonu,"Fizikokimya, Kimya, Analitik, Kimya, Organik, Kimya, İnorganik ve Nükleer",Metalürji Mühendisliği,Object/material -> discipline confusion,Keyword / surface-form trap,False,,,"Sol-jel yöntemiyle potasyum (K) alkali metal katkılı ZnO fotokatalitik ve yarı iletken tozlarının sentezlenmesi, kristal yapısı (XRD), morfolojisi (SEM-EDX) ve optik bant aralığının (UV-Vis) incelendiği doğrudan bir inorganik kimya, fizikokimya ve yarı iletken malzeme araştırmasıdır; çalışmada metal ekstraksiyonu veya klasik metalurjik süreçler bulunmayıp modelin 'Metalürji Mühendisliği' önerisi başlıktaki metal/üretim kelimelerinden kaynaklanan bir model yanılgısıdır (FP-1). Mevcut temel kimya (İnorganik Kimya, Fizikokimya) omurgası geçerlidir."
1396403,"Determination of Genotype, Housing System and Age Effect on Egg Production and Quality Traits of Layers","Veterinerlik, Ziraat Mühendisliği",Genetik ve Kalıtım,Cross-domain transfer,,False,,,"Yumurtacı tavuklarda farklı ticari genotip hatlarının (Lohmann Sandy, White, Brown), barındırma sistemlerinin (serbest, konvansiyonel kafes, zenginleştirilmiş kafes) ve yaşın yumurta verimi ile yumurta kalite parametreleri üzerindeki etkilerinin incelendiği doğrudan bir kanatlı hayvan yetiştiriciliği ve zootekni araştırmasıdır; çalışmada moleküler genetik analizi bulunmayıp modelin 'Genetik ve Kalıtım' önerisi ticari hibrit hatların 'genotip' olarak adlandırılmasından kaynaklanan klasik bir model yanılgısıdır (FP-1). Mevcut 'Veterinerlik, Ziraat Mühendisliği' disiplinleri tam ve yeterlidir."
1398703,"Impact of dietary sanguinarine supplementation on performance, immune response, meat quality and intestinal morphology in broilers challenged with lipopolysaccharide",Veterinerlik,Gastroenteroloji ve Hepatoloji,Cross-domain transfer,,False,,,"Etlik piliçlerde (broiler) rasyona sanguinarin ilavesinin büyüme performansı, antioksidan parametreler, immünoglobulin düzeyleri, bağırsak morfolojisi (villus/kript) ve et kalitesi üzerindeki etkilerinin incelendiği doğrudan bir kanatlı hayvan besleme, zootekni ve veterinerlik araştırmasıdır; çalışmada insan sağlığı veya klinik gastroenteroloji bulunmayıp modelin 'Gastroenteroloji ve Hepatoloji' önerisi bağırsak histolojisi ve biyokimyasal parametrelerden kaynaklanan klasik bir model yanılgısıdır (FP-1). Mevcut 'Veterinerlik' etiketi eksiksiz ve tamdır."
1403650,"Yeni Bir Alkasit Bazlı Kompozit Reçine Restoratif Malzemenin, Giomer Bazlı, Mikrohibrid ve Nanohibrid Kompozit Reçine Restoratif Malzemelerle Karşılaştırıldığında Renk Stabilitesi",Diş Hekimliği,"Malzeme Bilimleri, Özellik ve Test",Object/material -> discipline confusion,,False,,,"Restoratif diş hekimliğinde kullanılan farklı kompozit reçine dolgu malzemelerinin (alkasit, giomer, mikrohibrit, nanohibrit) içeceklerdeki renk stabilitesi ve lekelenme davranışlarının spektrofotometrik CIELAB analiziyle incelendiği doğrudan bir restoratif diş hekimliği ve dental materyal araştırmasıdır; çalışmada genel malzeme mühendisliği veya yeni kompozit sentezi bulunmayıp ticari dental dolgu materyallerinin klinik estetik performansı test edilmiştir. Modelin 'Malzeme Bilimleri, Özellik ve Test' önerisi klasik bir dental materyal model yanılgısıdır (FP-1). Mevcut 'Diş Hekimliği' ana disiplini tam ve yeterlidir."
1403682,AVRUPA BİRLİĞİ YAPAY ZEKÂ TÜZÜĞÜ’NE GÖRE YASAKLANMIŞ YAPAY ZEKÂ UYGULAMALARI,Hukuk,"Bilgisayar Bilimleri, Yapay Zeka",Research topic -> discipline confusion,Keyword / surface-form trap,True,Keyword / surface-form trap,Başlıktaki 'yapay zekâ' veya 'robot' ifadesi hem bir kelime tuzağı hem de sosyal bilimin teknik araştırma konusunu incelemesinden kaynaklanan epistemik karışmadır.,"Avrupa Birliği Yapay Zekâ Tüzüğü (AI Act) kapsamında yasaklanan yüksek riskli YZ uygulamalarının hukuki ve regülatif analizidir; ""yapay zekâ"" ifadesi modeli teknik Bilgisayar Bilimlerine yanıltmıştır. Mevcut Hukuk etiketi doğrudur"
1443963,"POST-DİJİTAL ÇAĞDA RESİM SANATI: YAPAY ZEKA, HAPTİK ALGI VE ONTOLOJİK DİRENÇ","Felsefe, Sanat",Görüntüleme Bilimi ve Fotoğraf Teknolojisi,Neighboring discipline drift,Keyword / surface-form trap,False,,,"Post-dijital çağda resim sanatı, dokunsallık ve ontolojik direncin estetik/sanat felsefesi analizidir; ""yapay zeka"" kelimesi modeli teknik Görüntüleme ve Fotoğraf Teknolojisine yanıltmıştır. Mevcut Felsefe ve Sanat etiketleri doğrudur."
1388462,Comprehensive Phytochemical Profiling and Antioxidant Assessment of Rhinanthus serotinus subsp. aestivalis: GC-MS and HPLC-DAD Analysis of Volatile and Phenolic Compounds in Leaf and Flower Tissues,"Biyoloji, Kimya, Uygulamalı",Bahçe Bitkileri,Object/material -> discipline confusion,Keyword / surface-form trap,False,,,"Orobanchaceae familyasına ait yabani yarı-parazit Rhinanthus serotinus subsp. aestivalis bitkisinin yaprak ve çiçek dokularındaki uçucu ve fenolik bileşiklerin GC-MS ve HPLC-DAD kromatografik analizleriyle belirlendiği ve antioksidan kapasitelerinin (FRAP, CUPRAC) ölçüldüğü doğrudan bir botanik, fitokimya, enstrümantal kimya ve farmakognozi araştırmasıdır; çalışmada tarımsal yetiştiricilik bulunmayıp modelin 'Bahçe Bitkileri' önerisi yaprak/çiçek dokusu ifadelerinden kaynaklanan klasik bir model yanılgısıdır (FP-1). Mevcut 'Biyoloji, Kimya, Uygulamalı' omurgası tam ve yeterlidir (k-NN yerel uzlaşısı da %40 Biyoloji yönündedir)."
1448996,Electroactive Thiophene Bridged Zr and Zn Based Metal Organic Frameworks,"Fizikokimya, Kimya, Organik, Kimya, Uygulamalı",Metalürji Mühendisliği,Object/material -> discipline confusion,Keyword / surface-form trap,False,,,"Tiyofen köprülü konjuge ligantlar ile Zr ve Zn metal merkezli metal-organik kafes (MOF) yapılarının solvotermal sentezi, DFT hesaplamaları, BET gözenekliliği ve elektrokimyasal (CV) özelliklerinin incelendiği doğrudan bir inorganik/koordinasyon kimyası, organik kimya ve fizikokimya araştırmasıdır; çalışmada metalurjik döküm veya metal kazanımı bulunmayıp modelin 'Metalürji Mühendisliği' önerisi başlıktaki metal adları ve MOF teriminden kaynaklanan klasik bir model yanılgısıdır (FP-1). Mevcut temel kimya (Fizikokimya, Kimya, Organik, Kimya, Uygulamalı) omurgası eksiksiz ve tamdır."
1351589,"Comparative Extraction and Evaluation of Phenolic Compounds and Antioxidant Activity Using Soxhlet, Ultrasonic, and Maceration Methods with Black Cumin (Nigella Sativa)","Biyoloji, Mantık",Toksikoloji,Object/material -> discipline confusion,Keyword / surface-form trap,False,,,"Çörek otu (Nigella sativa) tohumlarından Soxhlet, ultrasonik ve maserasyon yöntemleriyle farklı çözücüler (aseton, saf su, etanol) kullanılarak fenolik bileşiklerin ekstrakte edilmesi ve DPPH eşdeğeri antioksidan kapasitelerinin karşılaştırılmalı olarak incelendiği doğrudan bir fitokimya, gıda/farmasötik ekstrakt analizi ve analitik kimya araştırmasıdır; mevcut kategorideki 'Mantık' etiketi tamamen sistemsel çöp veridir. Modelin 'Toksikoloji' önerisi antioksidan/sağlık yararları ifadelerinden kaynaklanan bir model yanılgısıdır (çalışmada zehirlilik/toksikolojik test bulunmamaktadır). Mevcut 'Biyoloji' omurgası korunmalı, çöp etiket temizlenmeli ve k-NN yerel uzlaşısının (%50) desteklediği farmakognozi/fitokimya bağlamı dikkate alınarak ya da analitik fitokimya ekseninde mevcut biyoloji omurgası temiz bir şekilde tutulmalıdır."
1428870,"Crystallization Behavior of High Oleic Sunflower Oil, Palm Super Olein, and Refined Pomace Oil Determined by DSC Cooling Thermograms",Gıda Bilimi ve Teknolojisi,Termodinamik,Method -> discipline confusion,Neighboring discipline drift,False,,,"Yemeklik bitkisel yağların (yüksek oleikli ayçiçek yağı, palm süper olein, rafine prina yağı) DSC soğuma termogramları, kristalizasyon entalpileri ve faz geçiş sıcaklıkları kullanılarak karakterizasyonu ve gıda saflık/özgünlük (tağşiş) analizlerinin incelendiği doğrudan bir gıda kimyası, gıda analitiği ve yağ teknolojisi araştırmasıdır; çalışmada teorik/temel termodinamik fizik kuramları bulunmayıp modelin 'Termodinamik' önerisi DSC ve entalpi analitik yöntem terimlerinden kaynaklanan bir model yanılgısıdır (FP-1). Mevcut 'Gıda Bilimi ve Teknolojisi' etiketi kusursuz ve tamdır."
1401421,Osmanlı İstanbul’unda Müslüman Kadınların Direklerarası’ndaki Eğlence Hayatı (1860-1923),"Kadın Araştırmaları, Tarih, Tiyatro","Mühendislik, Deniz",Semantic hub / unrelated semantic drift,,False,,,Sosyal tarih ve kadın çalışmalarıdır; mevcut etiketler içeriği tam karşılamaktadır (Deniz önerisi hub hatasıdır).
1392776,"Bilgisayar Destekli Sperma Analizinin Standardizasyonunun Geliştirilmesi: Casa Sistemik Ayar Değişikliklerinin Ve Spermanın Hazırlanmasındaki Bazı Farklılıkların Dondurulup Çözdürülmüş Boğa, Aygır Ve Koç Spermasının Sperm Hareketliliği Ve Kinematik Parametreleri Üzerine Etkileri","Hücre Biyolojisi, Veterinerlik",Genetik ve Kalıtım,Cross-domain transfer,,False,,,"Koç, boğa ve aygır spermalarının kriyoprezervasyonu (dondurma-çözdürme) süreçlerinde farklı sulandırıcılar, inkübasyon ve Bilgisayar Destekli Sperm Analizi (CASA) sistem parametrelerinin (VAP, STR, VCL eşik değerleri, kinematik analiz) standardizasyonunun incelendiği doğrudan bir veteriner androloji, suni tohumlama ve üreme biyolojisi araştırmasıdır; çalışmada moleküler kalıtım veya genetik analiz bulunmayıp modelin 'Genetik ve Kalıtım' önerisi sperma/bireysel varyasyon ifadelerinden kaynaklanan bir model yanılgısıdır (FP-1). Mevcut 'Veterinerlik, Hücre Biyolojisi' omurgası tam ve yeterlidir (k-NN yerel uzlaşısı da %40 Androloji yönündedir)."
